Shipsure Account Description,Level,Shipsure Account Number,Account Type,HFM Account Number,HFM Account Description,,,,
COS - Consult. Fees - France,4,7061102,Income Statement,IS223000,Consult. Fees,,,,
COS - General Exp - France,4,7061103,Income Statement,IS224000,General Exp,,,,
COS - Mngt Salaries - France,4,7061110,Income Statement,IS225000,Management Salaries,,,,
TBN Full Management Costs,4,7061120,Income Statement,IS211200,TBN Full Management Costs,,,,
COS - Pre-delivery Costs,4,7061130,Income Statement,IS211310,Pre-delivery Costs,,,,
COS - Termination Costs,4,7061140,Income Statement,IS211320,Termination Costs,,,,
SAL - Full Management Costs,4,7061150,Income Statement,IS211330,SAL - Full Management Costs,,,,
Crew Management Costs,4,7061160,Income Statement,IS211400,Crew Management Costs,,,,
TBN Crew Management Costs,4,7061170,Income Statement,IS211500,TBN Crew Management Costs,,,,
Post Fixture Expenses costs,4,7061180,Income Statement,IS211800,Post Fixture Expenses costs ,,,,
Crew Employment Costs,4,7062000,Income Statement,IS212100,Crew Employment Costs,,,,
OVH - Construction - France,4,7062001,Income Statement,IS304120,Social Contributions Employer ,,,,
OVH - T.A. - France,4,7062002,Income Statement,IS304120,Social Contributions Employer ,,,,
OVH - Formation - France,4,7062003,Income Statement,IS304120,Social Contributions Employer ,,,,
OVH - Sal Other Payment France,4,7062004,Income Statement,IS311130,Sal - Other Payments Expense ,,,,
OVH - TX Travailleurs Handicap,4,7062006,Income Statement,IS304120,Social Contributions Employer ,,,,
OVH - CVAE,4,7062007,Income Statement,IS304120,Social Contributions Employer ,,,,
CFE,4,7062008,Balance Sheet,BS32900,VAT Payable ,,,,
Lump sump Costs,4,7062010,Income Statement,IS212200,Lump Sum Costs,,,,
OVH - Prov. French Sea Farer,4,7063001,Income Statement,IS305100,Pensions / Provident / Retirement (DC),,,,
OVH - Surveillance,4,7065001,Income Statement,IS304120,Social Contributions Employer ,,,,
OVH - Debours-Frais A Refactur,4,7069000,Income Statement,IS304120,Social Contributions Employer ,,,,
INC -  Brokerage - Marcas,4,7070100,Income Statement,IS132300,Brokerage - Marcas ,,,,
INC - Insurance Fees - ALV,4,7170010,Income Statement,IS131210,Insurance Fees Income,,,,
Insurance Fees - Alvada,4,7170020,Income Statement,IS131220,Insurance Fees - Alvada Expense,,,,
INC - H+M Premium Rec. - ALV,4,7170100,Income Statement,IS131230,H+M Premium Rec Income,,,,
INC - Increased Val Rec. - ALV,4,7170110,Income Statement,IS131240,Increased Val Rec Income,,,,
INC - War Risk Rec. - ALV,4,7170120,Income Statement,IS131250,War Risk Rec Income,,,,
INC - Bow Rec. - ALV,4,7170140,Income Statement,IS131260,Bow Rec Income,,,,
INC - Cash on Board - ALV,4,7170150,Income Statement,IS131270,Cash on Board Income,,,,
Insurance Premium Other,4,7170160,Income Statement,IS131280,Insurance Premium Other Income,,,,
Insurance Premium Miscellaneou,4,7170170,Income Statement,IS131290,Insurance Premium Miscellaneous Income,,,,
INC - P&I Rec. - ALV,4,7170180,Income Statement,IS131300,P&I Rec Income,,,,
INC - Consol. Prem. Rec. - ALV,4,7170190,Income Statement,IS131310,Consol. Prem. Rec Income,,,,
H+M Premium Pay. - ALV,4,7170200,Income Statement,IS241510,H+M Premium Pay - Expense,,,,
Increased Value Pay. - ALV,4,7170210,Income Statement,IS241520,Increased Value Pay - Expense,,,,
War Risk Pay. - ALV,4,7170220,Income Statement,IS241530,War Risk Pay Expense,,,,
Loss of Earnings Pay. - ALV,4,7170230,Income Statement,IS241540,Loss of Earnings Pay Expense ,,,,
Bow Pay. - ALV,4,7170240,Income Statement,IS241550,Bow Pay Expense ,,,,
COS - Cash on Board - Alvada,4,7170250,Income Statement,IS241560,Cash on Board - Alvada Expense ,,,,
Insurance Premium Oher Pay,4,7170260,Income Statement,IS241570,Insurance Premium Other Expense,,,,
Insurance Premium Miscellaneou,4,7170270,Income Statement,IS241580,Insurance Premium Miscellaneous Expense,,,,
P&I Pay. - ALV,4,7170280,Income Statement,IS241590,P&I Pay - Expense ,,,,
Consolidated Prem. Paid - ALV,4,7170290,Income Statement,IS241600,Consolidated Prem. Paid - Expense,,,,
INC - Seascope Comm. - ALV,4,7170300,Income Statement,IS131320,Seascope Comm Income,,,,
INC - PL Ferrari Comm. - ALV,4,7170330,Income Statement,IS131330,PL Ferrari Comm Income,,,,
INC - Marsh Comm. - ALV,4,7170340,Income Statement,IS131340,Marsh Comm Income,,,,
INC - Willis Comm. - ALV,4,7170350,Income Statement,IS131350,Willis Comm Income,,,,
INC - Camb. Risso Comm. - ALV,4,7170360,Income Statement,IS131360,Camb. Risso Comm Income,,,,
INC - Cooper Gay Comm. - ALV,4,7170370,Income Statement,IS131370,Cooper Gay Comm Income,,,,
INC - Strat. Insur. Com. - ALV,4,7170380,Income Statement,IS131380,Strat. Insur. Com Income,,,,
Miscellaneous Commisions,4,7170390,Income Statement,IS131390,Miscellaneous Commissions Income,,,,
Continuity Comm. - ALV,4,7170400,Income Statement,IS131400,Continuity Comm Income,,,,
Claims Comm. - ALV,4,7170410,Income Statement,IS131410,Claims Comm Income,,,,
Brokerage Comm. Pay. - ALV,4,7170420,Income Statement,IS241610,Brokerage Comm. Pay - Expense,,,,
Insurance Fees - Not Alvada,4,7170500,Income Statement,IS241100,Insurance Fees - Not Alvada ,,,,
Insurance Payroll Direct Costs,4,7170600,Income Statement,IS241200,Insurance Payroll Direct Costs,,,,
Travel Payroll Direct Costs,4,7170700,Income Statement,IS241750,Travel Payroll Direct Costs,,,,
Manning Fees - V People,4,7191000,Income Statement,IS113140,0,,,,
Mobilization Fees - V People,4,7191001,N/A,Do Not Use,0,,,,
Wages - V People,4,7192000,Income Statement,IS201070,Crew Cost Recharges Costs,,,,
Bonus - V People,4,7192001,Income Statement,IS201070,Crew Cost Recharges Costs,,,,
Employers Social Costs - V Peo,4,7192002,Income Statement,IS304120,Social Contributions Employer ,,,,
I/Co FI INC Manning Fees - BCI,4,7220001,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Ham,4,7220002,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Bul,4,7220003,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Chi,4,7220004,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Ind,4,7220005,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Phi,4,7220006,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Pol,4,7220007,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Rom,4,7220008,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Ukr,4,7220009,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Man & Mobil Fees,4,7220010,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Cro,4,7220013,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Ita,4,7220014,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Mya,4,7220015,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - Ban,4,7220016,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Manning Fees - IOM,4,7220017,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Communication,4,7220020,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Working Clothes,4,7220030,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Uniform,4,7220040,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Medical Fees,4,7220050,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Local Travel,4,7220060,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Visa Fees,4,7220070,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Endorsement Fees,4,7220080,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Seafarer Social Fe,4,7220090,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC IMTS Contributions,4,7220100,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Bank Fees,4,7220120,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Union Fees,4,7220130,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Other Fees,4,7220140,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Air Fares,4,7220150,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Private Med Insur,4,7220160,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI INC Service Tax,4,7220170,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co FI COS Manning Fees - BCI,4,7230001,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Ham,4,7230002,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Bul,4,7230003,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Chi,4,7230004,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Ind,4,7230005,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Phil,4,7230006,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Pol,4,7230007,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Rom,4,7230008,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Ukr,4,7230009,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Mann & Mobil Fees,4,7230010,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Cro,4,7230013,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees Ita,4,7230014,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees - Mya,4,7230015,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees - Ban,4,7230016,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Manning Fees - IOM,4,7230017,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Communications,4,7230020,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Working Clothes,4,7230030,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI Uniform,4,7230040,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Medical D & A,4,7230050,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Local Travel,4,7230060,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Visa,4,7230070,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS FS Endorsements,4,7230080,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Seafarer Social,4,7230090,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS IMTS Contributions,4,7230100,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Bank Charges,4,7230120,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Union Fees,4,7230130,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Other Costs,4,7230140,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Air Fares,4,7230150,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Pri Med Insur.,4,7230160,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co FI COS Service Tax,4,7230170,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co NFI OS INC Manning Fees B,4,7260001,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees H,4,7260002,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees B,4,7260003,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees C,4,7260004,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees I,4,7260005,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees P,4,7260006,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees P,4,7260007,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees R,4,7260008,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees U,4,7260009,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Mann & Mobil F,4,7260010,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees C,4,7260013,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees I,4,7260014,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees M,4,7260015,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees B,4,7260016,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Manning Fees I,4,7260017,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Communications,4,7260020,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Working Clothe,4,7260030,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Working Clothe,4,7260040,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Medical D & A,4,7260050,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Local Travel,4,7260060,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Visa,4,7260070,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC FS Endorsement,4,7260080,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Seafarer Socia,4,7260090,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC IMTS Contribut,4,7260100,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Bank Charges,4,7260120,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Union Fees,4,7260130,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Other INCts,4,7260140,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Air Fares,4,7260150,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Pri Med Insur.,4,7260160,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Service Tax,4,7260170,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co NFI OS INC Crew Wages,4,7260180,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees BC,4,7265001,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Ha,4,7265002,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Bu,4,7265003,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Ch,4,7265004,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees In,4,7265005,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Ph,4,7265006,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Po,4,7265007,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Ro,4,7265008,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Uk,4,7265009,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Mann & Mobil Fe,4,7265010,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Cr,4,7265013,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees It,4,7265014,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees My,4,7265015,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees Ba,4,7265016,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Manning Fees IO,4,7265017,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Communications,4,7265020,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Working Clothes,4,7265030,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Medical D & A,4,7265050,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Local Travel,4,7265060,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Visa,4,7265070,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC FS Endorsements,4,7265080,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Seafarer Social,4,7265090,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC IMTS Contributi,4,7265100,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Bank Charges,4,7265120,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Union Fees,4,7265130,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Other INCts,4,7265140,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Air Fares,4,7265150,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Pri Med Insur.,4,7265160,Income Statement,IS190000,Inter Company Revenue,,,,
